0, 0
1, 0
1, 1
1, 2
1, 3
1, 4
1, 5
1, 6
1, 7
1, 8
1, 9
1, 10
1, 11
1, 12
1, 13
1, 14
1, 15
1, 16
1, 17
1, 18
1, 19
1, 20
1, 21
1, 22
1, 23
1, 24
1, 25
1, 26
1, 27
1, 28
1, 29
1, 30
1, 31
1, 32
1, 33
1, 34
1, 35
1, 36
1, 37
1, 38
1, 39
1, 40
1, 41
1, 42
1, 43
1, 44
1, 45
1, 46
1, 47
1, 48
1, 49
1, 50
1, 51
1, 52
1, 53
1, 54
1, 55
1, 56
1, 57
1, 58
1, 59
1, 60
1, 61
1, 62
1, 63
1, 64
1, 65
1, 66
1, 67
1, 68
1, 69
1, 70
1, 71
1, 72
1, 73
1, 74
1, 75
1, 76
1, 77
1, 78
1, 79
1, 80
1, 81
1, 82
1, 83
1, 84
1, 85
1, 86
1, 87
1, 88
1, 89
1, 90
1, 91
1, 92
1, 93
1, 94
1, 95
1, 96
1, 97
1, 98
1, 99
1, 100
1, 101
1, 102
1, 103
1, 104
1, 105
1, 106
1, 107
1, 108
1, 109
1, 110
1, 111
1, 112
1, 113
1, 114
1, 115
1, 116
1, 117
1, 118
1, 119
1, 120
1, 121
1, 122
1, 123
1, 124
1, 125
2, 125
3, 125
3, 126
3, 127
3, 128
3, 129
3, 130
3, 131
3, 132
3, 133
3, 134
3, 135
3, 136
3, 137
3, 138
3, 139
3, 140
3, 141
3, 142
3, 143
3, 144
3, 145
3, 146
3, 147
3, 148
3, 149
3, 150
3, 151
3, 152
3, 153
3, 154
3, 155
3, 156
3, 157
3, 158
3, 159
3, 160
3, 161
3, 162
3, 163
3, 164
3, 165
3, 166
3, 167
3, 168
3, 169
3, 170
3, 171
3, 172
3, 173
3, 174
3, 175
3, 176
3, 177
3, 178
3, 179
3, 180
3, 181
3, 182
3, 183
3, 184
3, 185
3, 186
3, 187
3, 188
3, 189
3, 190
3, 191
3, 192
3, 193
3, 194
3, 195
3, 196
3, 197
3, 198
3, 199
3, 200
3, 201
3, 202
3, 203
3, 204
3, 205
3, 206
3, 207
3, 208
3, 209
3, 210
3, 211
3, 212
3, 213
3, 214
3, 215
3, 216
3, 217
3, 218
3, 219
3, 220
3, 221
3, 222
3, 223
3, 224
3, 225
3, 226
3, 227
3, 228
3, 229
3, 230
3, 231
3, 232
3, 233
3, 234
3, 235
3, 236
3, 237
3, 238
3, 239
3, 240
3, 241
3, 242
3, 243
3, 244
3, 245
3, 246
3, 247
3, 248
3, 249
3, 250
4, 250
4, 251
4, 252
5, 252
5, 253
5, 254
5, 255
5, 256
5, 257
5, 258
5, 259
5, 260
5, 261
5, 262
5, 263
5, 264
5, 265
5, 266
5, 267
5, 268
5, 269
5, 270
5, 271
5, 272
5, 273
5, 274
5, 275
5, 276
5, 277
5, 278
5, 279
5, 280
5, 281
5, 282
5, 283
5, 284
5, 285
5, 286
5, 287
5, 288
5, 289
5, 290
5, 291
5, 292
5, 293
5, 294
5, 295
5, 296
5, 297
5, 298
5, 299
5, 300
5, 301
5, 302
5, 303
5, 304
5, 305
5, 306
5, 307
5, 308
5, 309
5, 310
5, 311
5, 312
5, 313
5, 314
5, 315
5, 316
5, 317
5, 318
5, 319
5, 320
5, 321
5, 322
5, 323
5, 324
5, 325
5, 326
5, 327
5, 328
5, 329
5, 330
5, 331
5, 332
5, 333
5, 334
5, 335
5, 336
5, 337
5, 338
5, 339
5, 340
5, 341
5, 342
5, 343
5, 344
5, 345
5, 346
5, 347
5, 348
5, 349
5, 350
5, 351
5, 352
5, 353
5, 354
5, 355
5, 356
5, 357
5, 358
5, 359
5, 360
5, 361
5, 362
5, 363
5, 364
5, 365
5, 366
5, 367
5, 368
5, 369
5, 370
5, 371
5, 372
5, 373
5, 374
6, 374
7, 374
7, 375
8, 375
8, 376
8, 377
8, 378
8, 379
8, 380
8, 381
8, 382
8, 383
8, 384
8, 385
8, 386
8, 387
8, 388
8, 389
8, 390
8, 391
8, 392
8, 393
8, 394
8, 395
8, 396
8, 397
8, 398
8, 399
8, 400
8, 401
8, 402
8, 403
8, 404
8, 405
8, 406
8, 407
8, 408
8, 409
8, 410
8, 411
8, 412
8, 413
8, 414
8, 415
8, 416
8, 417
8, 418
